Transaction Hash,Blockno,UnixTimestamp,DateTime (UTC),From,To,TokenValue,USDValueDayOfTx,ContractAddress,TokenName,TokenSymbol
0xda945039c6849e884f3ba893aac495f4b29e020624abee037460ef52b208421f,21839163,1739469107,2025-02-13 17:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x6fe32c6def90fc9dd41c0a165227eaae857612664e388d463687b6451f2dc15e,21828455,1739339519,2025-02-12 5:51:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x3bdb6859fddf15fe17e8fbe539c22c5547cc83abd841c811a474571d5cbc99bd,21817727,1739209907,2025-02-10 17:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xb35692815389be018f1c2f79b54ee315712df895328b971c32b34a3e6f28c337,21806986,1739080307,2025-02-09 5:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x7fcad754ec6eb5d33e116daf37d65d7e5da6dc1ca999f54db6646228acd483dd,21796239,1738950719,2025-02-07 17:51:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x10a81b78876262ab19c305ba179824b863451393d9ad0ae82a8e3b2e6999b57e,21785488,1738821119,2025-02-06 5:51:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x635b513bb527ded0d6b6dd50b6879ea2681f203a8f0e3d62e204ac5cbd5cb8d4,21781887,1738777739,2025-02-05 17:48:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x0cdc2a3eb61fdd5e55a54b7f66b387d8b1577858,"52,083",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xbe5de291e2644e306156da9ca015b7db5659a57ba2e3af6f8bfdf15ca36ee881,21774744,1738691507,2025-02-04 17:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x17c830b9a614121da1f3c9fd9e1f89bfda01dadf9ef044fa8aa54b9702f67aa1,21764012,1738561919,2025-02-03 5:51:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xf73396d0b60597ac4f9a871fca3d7a591612baaaaea2ea91020ce791b814967f,21753279,1738432307,2025-02-01 17:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xa7ded894b5e59a2581ecdc470cf5ddbffa936f452fe414b92e7697ba5cf00b1f,21742542,1738302719,2025-01-31 5:51:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x427f4ebfe7dcf3564edd3c5731f25fae5b15aee994e9c9cf32f649cd8b7e13eb,21731795,1738173107,2025-01-29 17:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xabeb91320dcd95f8ec1c0ac941c824a2bac88087ff84b02d1e392010451705b5,21723253,1738070063,2025-01-28 13:14:23,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"67,750.00",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xa6b6bbe781547abbc3f67a445fb8805a3be5d93916d05ec6877cddfaef0759be,21723251,1738070039,2025-01-28 13:13:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"182,250.00",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xd683965edf9c0ee152480ca9bbfd81d7aa9645ebb06bd35bb113c052cbdd71d7,21723238,1738069883,2025-01-28 13:11:23,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"60,342.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x012ab05dedf40f6cad07f0394a924919deca5cdf3979b7ae8bc205d2fe41ed78,21723082,1738067999,2025-01-28 12:39:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"130,256.08",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x0c9eb4cc1f5624ff7b59079e54493c26455f11867728aa9e38ef81fb9f2acbdd,21723077,1738067939,2025-01-28 12:38:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"59,401.60",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xcc29c7b8e0fdf074322a2a94be42188a9902f1be903a811886ece970e125495b,21723006,1738067075,2025-01-28 12:24:35,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"111,750",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x51e3c5c4078d9d70af05c4fcfe75e6d5f008350e6cda09c2d29edc5b67f73bf7,21723003,1738067039,2025-01-28 12:23:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"138,250",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xefd5e67175837143f503e43150b2151cf841318b497e6f7c7a4adb58d4eb6e90,21721052,1738043519,2025-01-28 5:51:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x589d34bb2cebf22e3034e04504797cccbfb7bc16423fde7941afb6fb070be958,21710299,1737913919,2025-01-26 17:51:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x1c89ed03ec7607dd028e516e36a58f341ae01c816570c8d3f5338bf6790eae9a,21699549,1737784307,2025-01-25 5:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x1807a376caa9f0fc0929db0bb3bc8e4698552260f0b39386041a2e7c76c37fc9,21688802,1737654707,2025-01-23 17:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x82e01d445aad0bf46dbba6fa6e53b26805bd7904b9e4d0cb91e9edbcc8c91f72,21678056,1737525107,2025-01-22 5:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x10d20f58a9d2363581f6145023006129f74bad10cbd8b3ca92f3f91582b48724,21667315,1737395531,2025-01-20 17:52:11,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xebc46247ae8bb036447ed0443aee017c166f2237b8227a04e4a85d57cd0aebab,21656560,1737265907,2025-01-19 5:51:47,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x3d39d86dad6e22bc12cf03de1f3971da11c77ea224645471f63de73dc680b0d9,21645821,1737136319,2025-01-17 17:51:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x9008d19f58aabd9ed0d60971565aa8510560ab41,"83,333.33",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x30cf809267272f2ffa83094bb7a41c079a8c675f429776fa23c9e691f435771d,21537667,1735831511,2025-01-02 15:25:11,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x0cdc2a3eb61fdd5e55a54b7f66b387d8b1577858,"52,083",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0x0fbff70c6e9757cae54ccc084783a34931aef71aa0f33e8536270a4dab047870,21324754,1733262431,2024-12-03 21:47:11,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x0cdc2a3eb61fdd5e55a54b7f66b387d8b1577858,"52,083",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
0xf58c46b886dc635c7233a3ae18621b3988be1773c5497d67487f0a583dd992e5,21095255,1730493719,2024-11-01 20:41:59,0xc8bd5e90f3f5f20c34735726a40a88d6c09f4cea,0x0cdc2a3eb61fdd5e55a54b7f66b387d8b1577858,"52,083",N/A,0xc770eefad204b5180df6a14ee197d99d808ee52d,FOX,FOX
